Data,Dia da Semana,Produto,Categoria,Quantidade Vendida
2025-09-25,Thursday,Sobremesa,dessert,11
2025-09-26,Friday,Combo Hambúrguer + Batata,combo,43
2025-09-26,Friday,Hambúrguer Simples,burger,19
2025-09-26,Friday,Batata Frita,side,32
2025-09-26,Friday,Refrigerante,drink,22
2025-09-26,Friday,Milkshake,drink,18
2025-09-26,Friday,Sobremesa,dessert,19
2025-09-27,Saturday,Combo Hambúrguer + Batata,combo,81
2025-09-27,Saturday,Hambúrguer Simples,burger,40
2025-09-27,Saturday,Batata Frita,side,45
2025-09-27,Saturday,Refrigerante,drink,37
2025-09-27,Saturday,Milkshake,drink,20
2025-09-27,Saturday,Sobremesa,dessert,19
2025-09-28,Sunday,Combo Hambúrguer + Batata,combo,85
2025-09-28,Sunday,Hambúrguer Simples,burger,34
2025-09-28,Sunday,Batata Frita,side,37
2025-09-28,Sunday,Refrigerante,drink,24
2025-09-28,Sunday,Milkshake,drink,22
2025-09-28,Sunday,Sobremesa,dessert,16
2025-09-29,Monday,Combo Hambúrguer + Batata,combo,43
2025-09-29,Monday,Hambúrguer Simples,burger,23
2025-09-29,Monday,Batata Frita,side,26
2025-09-29,Monday,Refrigerante,drink,10
2025-09-29,Monday,Milkshake,drink,11
2025-09-29,Monday,Sobremesa,dessert,8
2025-09-30,Tuesday,Combo Hambúrguer + Batata,combo,46
2025-09-30,Tuesday,Hambúrguer Simples,burger,33
2025-09-30,Tuesday,Batata Frita,side,34
2025-09-30,Tuesday,Refrigerante,drink,28
2025-09-30,Tuesday,Milkshake,drink,12
2025-09-30,Tuesday,Sobremesa,dessert,7
2025-10-01,Wednesday,Combo Hambúrguer + Batata,combo,59
2025-10-01,Wednesday,Hambúrguer Simples,burger,28
2025-10-01,Wednesday,Batata Frita,side,11
2025-10-01,Wednesday,Refrigerante,drink,20
2025-10-01,Wednesday,Milkshake,drink,21
2025-10-01,Wednesday,Sobremesa,dessert,8
